"App","Rating","Reviews","Type","Content Rating","Genres"
"Al Quran (Tafsir & by Word)",4.8,57400,"Free","Everyone","Books & Reference"
"Al Quran : EAlim - Translations & MP3 Offline",4.5,96419,"Free","Everyone","Books & Reference"
"Al Quran Al karim",4.6,41608,"Free","Everyone","Books & Reference"
"Al Quran Audio (Full 30 Juz)",4.7,7878,"Free","Everyone","Education"
"Al Quran Free - <U+0627><U+0644><U+0642><U+0631><U+0622><U+0646> (Islam)",4.7,1777,"Free","Everyone","Books & Reference"
"Al Quran Indonesia",4.8,445756,"Free","Everyone","Books & Reference"
"Al Quran MP3 - Quran Reading<U+00AE>",4.7,47463,"Free","Everyone","Education"
"AL Voice Recorder",3.6,4832,"Free","Everyone","Productivity"
"AL.com",3.4,803,"Free","Everyone 10+","News & Magazines"
"AL.com: Alabama Football News",4.5,459,"Free","Everyone 10+","Sports"
"Alabama DMV Permit Test - AL",4.3,218,"Free","Everyone","Education"
"Alabama Gameday Live",4.7,19,"Free","Everyone","Sports"
"Alabama Road Trips",4.4,71,"Free","Everyone","Travel & Local"
"Alachua County Sheriff FL",3.2,5,"Free","Everyone","Lifestyle"
"Alarm Clock",4.3,114788,"Free","Everyone","Tools"
"Alarm Clock Free",4,59973,"Free","Everyone","Tools"
"Alarm Clock Plus<U+2605>",4.4,155693,"Free","Everyone","Lifestyle"
"Alarm Clock: Stopwatch & Timer",4.5,870928,"Free","Everyone","Productivity"
"Alarm.fo <U+0096> choose your info",4.4,19,"Free","Everyone","Social"
"Alarmy (Sleep If U Can) - Pro",4.8,10249,"Paid","Everyone","Lifestyle"
"Alba Heaven - Alvarez Job Portal Services",4,8941,"Free","Everyone","Business"
"Alchemy Classic Ad Free",4.6,20178,"Free","Everyone","Puzzle"
"Aldiko Book Reader",4.2,210534,"Free","Everyone","Books & Reference"
"Alex Fuel Calculator for EK",4.9,19,"Free","Everyone","Tools"
"Alfa-Bank (Alfa-Bank)",4,44545,"Free","Everyone","Finance"
"Alfred Home Security Camera",4.5,103305,"Free","Everyone","House & Home"
"Alif Ba Ta Song - Arabic Kids",4.5,227,"Free","Everyone","Educational"
"Alipay",3.4,42497,"Free","Teen","Finance"
"All-in-One Mahjong 3",4.4,38,"Paid","Everyone","Board"
"All-in-One Mahjong 3 FREE",4.5,566,"Free","Everyone","Board"
"ALL-IN-ONE PACKAGE TRACKING",4.7,167406,"Free","Everyone","Productivity"
"All C Programs",4.7,2387,"Free","Everyone","Education"
"All Email Providers",4.1,20901,"Free","Everyone","Communication"
"All Events in City",4,3782,"Free","Everyone","Events"
"All Info about Cg",4.7,15,"Free","Teen","Education"
"All Language Translator",4,29944,"Free","Everyone","Tools"
"All Language Translator Free",4.4,30105,"Free","Everyone","Books & Reference"
"All Maths Formulas",4.4,2709,"Free","Everyone","Books & Reference"
"All of the parking lot - National Park application (parking lot search / parking sharing / discount payment)",4,1754,"Free","Everyone","Auto & Vehicles"
"All States Ag Parts",4.7,68,"Free","Everyone","Shopping"
"All Type Ac Repair & Services",4.3,45,"Free","Everyone","Lifestyle"
"All Type DP",4.3,1853,"Free","Everyone","Entertainment"
"All Types DP & Status Maker",4.5,16,"Free","Teen","Photography"
"All Video Downloader",3.8,165723,"Free","Everyone","Video Players & Editors"
"All Video Downloader 2018",4.3,7557,"Free","Everyone","Video Players & Editors"
"Allegiant",3.1,5572,"Free","Everyone","Travel & Local"
"allhomes.com.au",3.8,874,"Free","Everyone","House & Home"
"Allrecipes Dinner Spinner",4.5,61881,"Free","Everyone","Food & Drink"
"Allsetra B.V.",4.1,15,"Free","Everyone","Business"
"Alopec - Online Shipping System",4.3,1240,"Free","Everyone","Maps & Navigation"
"ALPHA - Artificial Intelligence",4,51,"Free","Everyone","Entertainment"
"Alpha Bank CY",4.7,39,"Free","Everyone","Finance"
"Alphabet A-Z",3.9,306,"Free","Everyone","Casual"
"AlReader -any text book reader",4.6,90468,"Free","Everyone","Books & Reference"
"Alt-C",4,499,"Free","Everyone","Productivity"
"Alzashop.com",4.5,32014,"Free","Everyone","Shopping"
"amazer - Global Kpop Video Community",4.3,1215,"Free","Everyone 10+","Video Players & Editors"
"Amazing CG Backgrounds",4.2,34,"Free","Everyone","Entertainment"
"Amazing Fart Sounds",4,28136,"Free","Everyone","Casual"
"Amazon Drive",4.4,18669,"Free","Everyone","Productivity"
"Amazon Prime Video",4.2,411683,"Free","Teen","Entertainment"
"Amber Weather",4.4,260137,"Free","Everyone 10+","Weather"
"Ambulance Rescue Simulator 17",4.3,6669,"Free","Everyone","Simulation"
"Ambulance Simulator 3D",3.9,29415,"Free","Mature 17+","Simulation"
"AMBW Dating App: Asian Men Black Women Interracial",3.5,2,"Paid","Mature 17+","Dating"
"AMC",3.2,20843,"Free","Teen","Entertainment"
"AMC Theatres",4.3,44550,"Free","Everyone","Entertainment"
"American Girls Mobile Numbers",5,5,"Free","Mature 17+","Dating"
"American Muscle Car Race",3.9,129,"Free","Everyone","Auto & Vehicles"
"American Sniper City Fight Shooting Assassin",4.1,395,"Free","Teen","Action"
"Amex Mobile",4.3,24729,"Free","Everyone","Finance"
"Amtrak",3.7,16815,"Free","Everyone","Travel & Local"
"An Elite Warrior Ex",4.7,15,"Paid","Everyone","Adventure"
"Analog and Digital Clock AW-7",4,202,"Free","Everyone","Tools"
"Analog Clock AW-7",4.3,2158,"Free","Everyone","Tools"
"Analog Clock AW-7 PRO",3.3,40,"Paid","Everyone","Tools"
"Analog Clock AW Plus-7",4.2,725,"Free","Everyone","Tools"
"Anatomy & Physiology Vocabulary Exam Review App",5,1,"Free","Everyone","Medical"
"Anatomy Learning - 3D Atlas",4.5,72167,"Free","Everyone","Medical"
"Ancestry",4.3,64513,"Free","Everyone","Books & Reference"
"AND CO",4.5,175,"Free","Everyone","Finance"
"Android-P Mono Grey EMUI 8/5 Theme",4.5,61,"Free","Everyone","Personalization"
"Android P | Xperia<U+0099> Theme 4800+ icons",4.6,29,"Paid","Everyone","Personalization"
"Android P 9.0",3,12,"Free","Everyone","Personalization"
"Android P Launcher 9.0 launcher",4,164,"Free","Everyone","Tools"
"Android P Rotation",4.5,502,"Free","Everyone","Tools"
"Android P Stock Wallpapers",4.5,16,"Free","Everyone","Personalization"
"Android P Style Icon Pack",5,1,"Paid","Everyone","Personalization"
"Android P Wallpapers",3.6,53,"Free","Everyone","Personalization"
"AndroZip<U+0099> FREE File Manager",4.2,277794,"Free","Everyone","Productivity"
"AndStream - Streaming Download",4.3,38607,"Free","Everyone","Video Players & Editors"
"Angelo Rules - Crazy day",3.9,108336,"Free","Everyone","Adventure"
"Angry Birds Blast",4.6,253115,"Free","Everyone","Puzzle"
"Angry Birds Epic RPG",4.5,2634605,"Free","Everyone","Role Playing"
"Angry Birds Evolution",4.5,384602,"Free","Everyone","Role Playing"
"Angry Birds Friends",4.2,829753,"Free","Everyone","Arcade"
"Angry Birds Go!",4.2,3846378,"Free","Everyone","Racing"
"Angry Birds Match",4.7,227401,"Free","Everyone","Puzzle"
"Angry Birds POP Bubble Shooter",4.5,596628,"Free","Everyone","Casual"
"Angry Birds Space HD",4.5,43645,"Free","Everyone","Arcade"
"Angry Birds Star Wars",4.3,1218055,"Free","Everyone","Arcade"
"Angry Shark 2016",4,73185,"Free","Teen","Simulation"
"Animal Planet GO",4.2,2442,"Free","Teen","Entertainment"
"Animated Photo Editor",4.1,203,"Free","Everyone","Art & Design"
"Anime Avatar Creator: Make Your Own Avatar",4.2,10944,"Free","Everyone","Lifestyle"
"Anime et Manga Amino en Fran<e7>ais",4.8,3782,"Free","Teen","Social"
"Anime Expo 2018",4.7,54,"Free","Everyone","Entertainment"
"Anime Love Story Games: <U+2728>Shadowtime<U+2728>",4.7,198480,"Free","Everyone","Simulation"
"Anime Manga Coloring Book",4.5,5035,"Free","Everyone","Art & Design"
"Anime X Wallpaper",4.7,32613,"Free","Everyone","Personalization"
"Ankle Surgery ER Emergency",3.3,10449,"Free","Teen","Educational"
"Anna.K Tarot",4.8,17,"Paid","Mature 17+","Entertainment"
"Anno: Build an Empire",3.5,33944,"Free","Everyone 10+","Strategy"
"Ant Smasher by Best Cool & Fun Games",4.2,1185148,"Free","Everyone","Arcade"
"Antenna Tool",4.2,522,"Free","Everyone","Tools"
"Antenna Tool Premium",4.5,14,"Paid","Everyone","Tools"
"AntennaPict <df>",4.3,15439,"Free","Everyone","Communication"
"Anti-virus Dr.Web Light",4.5,1094094,"Free","Everyone","Tools"
"Anti Adware",3.9,18751,"Free","Everyone","Tools"
"Anti Mosquito simulation",4.2,74,"Paid","Everyone","Medical"
"Antillean Gold Telegram (original version)",4.4,2939,"Free","Everyone","Communication"
"Antivirus & Mobile Security",4.6,351267,"Free","Everyone","Tools"
"ao",3.5,14145,"Free","Everyone","Strategy"
"Ao Oni2",4.1,21223,"Free","Teen","Adventure"
"AO Player",4,9,"Free","Everyone","Events"
"AO Surgery Reference",4.7,2570,"Free","Everyone","Medical"
"AO/OTA Fracture Classification",4.9,25,"Free","Everyone","Medical"
"AP App for Android<U+0099>",3.6,188,"Free","Everyone","News & Magazines"
"AP Art History Flashcards",5,1,"Paid","Mature 17+","Education"
"AP Biology Study Guide + Quiz",4.4,105,"Free","Everyone","Education"
"AP Calculus BC Practice Test",4.2,4,"Free","Everyone","Education"
"AP Calculus BC: Practice Tests and Flashcards",3.6,5,"Free","Everyone","Education"
"AP Chemistry Prep: Practice Tests and Flashcards",4.7,55,"Free","Everyone","Education"
"AP English Language: Practice Tests and Flashcards",4.5,19,"Free","Everyone","Education"
"AP ENPS Mobile",4.1,22,"Free","Everyone","Productivity"
"AP European History: Practice Tests and Flashcards",4.7,7,"Free","Everyone","Education"
"AP Flashcards",3.7,88,"Free","Everyone","Education"
"AP Government Review",4.7,3,"Paid","Everyone","Education"
"AP Installer",4.5,23,"Free","Everyone","Tools"
"AP Manager",4,177,"Free","Everyone","Tools"
"AP Math & Computer Science",3.7,37,"Free","Everyone","Education"
"AP Mobile",4.6,117,"Free","Everyone","Education"
"AP Physics 1 Prep: Practice Tests and Flashcards",4.4,29,"Free","Everyone","Education"
"AP Planner",2.9,45,"Free","Everyone","Education"
"AP Psychology Prep: Practice Tests and Flashcards",4.5,242,"Free","Everyone","Education"
"AP Stamps and Registration",3.4,82,"Free","Everyone","Books & Reference"
"AP Statistics Prep: Practice Tests and Flashcards",4.2,19,"Free","Everyone","Education"
"AP Themes for Kustom/KLWP",3.6,5,"Paid","Everyone","Personalization"
"Ap Video Downloader for fb New 2018",4.2,676,"Free","Everyone","Tools"
"AP World History: Practice Tests and Flashcards",4.8,21,"Free","Everyone","Education"
"AP<U+00AE> Guide",5,3,"Free","Everyone","Education"
"Apartment Decorating Ideas",3.9,1478,"Free","Everyone","House & Home"
"APE Weather ( Live Forecast)",4.3,20008,"Free","Everyone","Weather"
"Apk Installer",3.8,7750,"Free","Everyone","Libraries & Demo"
"APN Settings",3.7,3743,"Free","Everyone","Tools"
"APOEL FC",4.6,688,"Free","Everyone","Sports"
"App for Craigslist Pro - Buy & Sell Postings",4.3,707,"Free","Everyone","Lifestyle"
"App Seguridad AV Villas",2.3,251,"Free","Everyone","Finance"
"App vault",3.4,25094,"Free","Everyone","Tools"
"AppBrain Ad Detector",3.7,9221,"Free","Everyone","Tools"
"AppClose - The #1 FREE Co-Parenting App",3.5,159,"Free","Everyone","Parenting"
"AppFinder by AppTap",2,2221,"Free","Everyone","Tools"
"Apple Daily Apple News",3.4,41490,"Free","Teen","News & Magazines"
"Applock",4.4,4934130,"Free","Everyone","Tools"
"AppLock",4.4,4931562,"Free","Everyone","Tools"
"AppLock - Fingerprint",4.4,745245,"Free","Everyone","Tools"
"AppLock - Fingerprint Unlock",4.5,112482,"Free","Everyone","Tools"
"Apps Ads Detector",3.5,315,"Free","Everyone","Tools"
"APUS Booster - Space Cleaner & Booster",4.6,1048766,"Free","Everyone","Productivity"
"APUS File Manager (Explorer)",4.1,498894,"Free","Everyone","Tools"
"AQ Aspergers Test",3.9,265,"Free","Everyone","Medical"
"AQ Ria Retail",5,4,"Free","Everyone","Education"
"Aquarium Co-Op Podcast",4.9,206,"Free","Everyone","Lifestyle"
"Aqw&3d Design Notes Manager",4.5,11,"Free","Everyone","Entertainment"
"AR effect",4.2,79792,"Free","Everyone","Photography"
"AR Remote Car",3.2,1354,"Free","Everyone","Simulation"
"AR Sport Cars",3.6,284,"Free","Everyone","Simulation"
"AR Tank Battle",3.6,153,"Free","Everyone","Action"
"AR Toybox - Augmented Reality Demos",3.8,20,"Free","Everyone","Simulation"
"AR Toys: Playground Sandbox | Remote Car",4.5,153,"Free","Everyone","Simulation"
"Arab Halls - For Wedding & Events",4.8,28,"Free","Everyone","Events"
"Arabic Alif Ba Ta For Kids",4.5,226,"Free","Everyone","Education"
"Arabic Alphabet Alif Ba Ta Wooden Blocks",4.6,66,"Free","Everyone","Educational"
"Arabic Chat - Chat",4.4,162,"Free","Everyone","Parenting"
"Arby's",3.1,194,"Free","Everyone","Food & Drink"
"Archery Physics Objects Destruction Apple shooter",4.5,6026,"Free","Teen","Action"
"Archie Comics",3.8,5084,"Free","Everyone","Comics"
"Archos File Manager",4,2131,"Free","Everyone","Productivity"
"Arcraft - AR Sandbox",3.8,469,"Free","Everyone","Adventure"
"Arena of Valor: 5v5 Arena Game",4.4,438911,"Free","Teen","Action"
"Ariana News AF",4.1,20,"Free","Everyone","News & Magazines"
"Arizona DMV Permit Test - AZ",4.2,109,"Free","Everyone","Education"
"Arizona Mobile",4.3,285,"Free","Everyone","Education"
"Arizona Trail",4.7,65,"Free","Everyone","Travel & Local"
"ARK: Survival Evolved",3.8,51523,"Free","Teen","Adventure"
"Armani Exchange Connected",4.1,305,"Free","Everyone","Lifestyle"
"Armed Cam Gun Pack",4.2,1012,"Free","Teen","Action"
"Armored Warfare: Assault",4,7718,"Free","Everyone","Action"
"Army of Heroes",4.5,85015,"Free","Everyone 10+","Strategy"
"Arogyam EH",3.6,18,"Free","Everyone","Medical"
"Arrow.io",4.5,343263,"Free","Everyone 10+","Action"
"Arrowhead AH App",5,3,"Free","Everyone","Medical"
"Art Drawing Ideas",4.1,227,"Free","Everyone","Art & Design"
"Art Pixel Coloring. Color by Number.",4.5,992,"Free","Teen","Entertainment"
"Artificial Intelligence",3.9,339,"Free","Everyone","Education"
"Arto: f.infrared photo",4.1,41,"Paid","Everyone","Photography"
"ARY NEWS",4.4,2959,"Free","Everyone","News & Magazines"
"ARY NEWS URDU",4.4,1071,"Free","Everyone","News & Magazines"
"AS - News and sports results.",3.7,20879,"Free","Everyone","Sports"
"AS Gu<ed>a de las Ligas 2017-2018",4.1,4374,"Free","Everyone","Sports"
"Asahi Shimbun Digital",3.1,735,"Free","Everyone","News & Magazines"
"Ascape VR: 360<U+00B0> Virtual Travel",4.1,890,"Free","Everyone","Travel & Local"
"Asha Ek Hope - ALS/ MND",5,2,"Free","Everyone","Medical"
"Asiimov Skin - CS GO Icon Pack",4.6,26,"Paid","Everyone","Personalization"
"Asphalt 8: Airborne",4.5,8389714,"Free","Teen","Racing"
"Asphalt Xtreme: Rally Racing",4.5,567984,"Free","Everyone","Racing"
"ASRA Coags",4.4,15,"Paid","Everyone","Medical"
"Assassin's Creed Identity",3.7,42529,"Paid","Teen","Action"
"Assault Line CS Online Fps Go",4.1,52163,"Free","Mature 17+","Action"
"Assemblr - Create 3D Models (Sandbox AR)",3.8,1745,"Free","Everyone","Simulation"
"Associated Credit Union Mobile",4.7,3290,"Free","Everyone","Finance"
"Aster DM Healthcare",2.4,32,"Free","Everyone","Medical"
"Asteroids 3D live wallpaper",4.1,157495,"Free","Everyone","Personalization"
"ASUS Calling Screen",4.2,102451,"Free","Everyone","Productivity"
"ASUS Cover for ZenFone 2",4.4,43960,"Free","Everyone","Personalization"
"ASUS Gallery",4.3,125259,"Free","Everyone","Photography"
"ASUS PixelMaster Camera",4.4,626366,"Free","Everyone","Photography"
"ASUS Quick Memo",4.5,23089,"Free","Everyone","Productivity"
"ASUS Sound Recorder",4.5,34126,"Free","Everyone","Tools"
"ASUS SuperNote",4.5,26559,"Free","Everyone","Productivity"
"Asylum Night Shift - Five Nights Survival",4,59223,"Free","Teen","Action"
"At home - rental <U+00B7> real estate <U+00B7> room finding application such as apartment <U+00B7> apartment",3.8,2496,"Free","Everyone","House & Home"
"AT&T Call Protect",4.2,6454,"Free","Everyone","Communication"
"AT&T Digital Life",4.1,10067,"Free","Everyone","Lifestyle"
"AT&T DriveMode",3.3,8465,"Free","Everyone","Maps & Navigation"
"AT&T FamilyMap<U+00AE>",3.5,21592,"Free","Everyone","Tools"
"AT&T Messages for Tablet",3.3,3044,"Free","Everyone","Communication"
"AT&T Mobile Transfer",4.6,22775,"Free","Everyone","Productivity"
"AT&T Smart Limits<U+2120>",3.8,2300,"Free","Everyone","Lifestyle"
"AT&T Smart Wi-Fi",3.9,18513,"Free","Everyone","Tools"
"AT&T THANKS<U+00AE>",3.4,2445,"Free","Everyone","Entertainment"
"AT&T U-verse",3.7,38606,"Free","Everyone","Entertainment"
"AT&T Visual Voicemail",3.7,13761,"Free","Everyone","Communication"
"ATI Cargoes and Transportation",4.7,4162,"Free","Everyone","Business"
"Atlan3D Navigation: Korea navigator",4.2,22063,"Free","Everyone","Maps & Navigation"
"Atlanta United FC",3.7,215,"Free","Everyone","Sports"
"Attack the Light",4.7,19209,"Paid","Everyone","Role Playing"
"au",3.2,9126,"Free","Everyone","Strategy"
"Au-allstar for KR",3.6,2433,"Free","Everyone","Music"
"Au Bon Pain",3.7,70,"Free","Everyone","Food & Drink"
"AU Call Blocker - Block Unwanted Calls Texts 2018",4.2,16,"Free","Everyone","Communication"
"AU Mobile Indonesia",3.6,16521,"Free","Everyone","Music"
"Au Mobile: Audition Ch<ed>nh Hi<U+1EC7>u",3.9,85278,"Free","Mature 17+","Music"
"Au Pair",3.6,58,"Free","Everyone","Social"
"Au Pair Legend",4.4,28,"Free","Everyone","Lifestyle"
"AU Results - AU COE Corner",4,664,"Free","Everyone","Education"
"AU Results 2017 Auzone",3.8,762,"Free","Everyone","Education"
"AU Spark",3.7,681,"Free","Everyone","Education"
"AU Students Zone (Result 2016)",4,97,"Free","Everyone","Education"
"Au Weather Free",4,1185,"Free","Everyone","Weather"
"Auction Wars : Storage King",4.1,29062,"Free","Everyone","Casino"
"Audio Murli Glossary For BK",4.7,39,"Free","Everyone","Education"
"Audiobooks from Audible",4.5,568922,"Free","Teen","Books & Reference"
"AudioBT: BT audio GPS/SMS/Text",3.4,198,"Free","Everyone","Communication"
"Augment - 3D Augmented Reality",4.1,25195,"Free","Everyone","Business"
"Aunjai i lert u",4.2,1140,"Free","Teen","Health & Fitness"
"Aurum Blade EX",4.3,28151,"Free","Everyone 10+","Role Playing"
"Australia Newspapers - AU News Apps",4.7,48,"Free","Everyone","News & Magazines"
"Authy 2-Factor Authentication",4.3,15070,"Free","Everyone","Tools"
"Auto Background Changer",4,35188,"Free","Everyone","Photography"
"auto Call Recorder 2018",4.5,929,"Free","Everyone","Libraries & Demo"
"Auto DM for Twitter <U+0001F525>",3.4,44,"Free","Teen","Social"
"Auto Dslr Photo Effect : Auto Focus Effect",3.8,6,"Free","Everyone","Photography"
"auto fines",4.6,31433,"Free","Everyone","Auto & Vehicles"
"AutoCAD - DWG Viewer & Editor",4.2,145088,"Free","Everyone","Productivity"
"autolina.ch has over 120'000 cars on offer.",4.2,25,"Free","Everyone","Auto & Vehicles"
"Automagic * Automation",4.7,1947,"Paid","Everyone","Tools"
"Automatic Call Recorder",4.3,1648515,"Free","Everyone","Tools"
"Autool BT-BOX",3.5,4,"Free","Everyone","Tools"
"autoricardo.ch <U+0096> vehicles",3.3,1045,"Free","Everyone","Lifestyle"
"AutoScout24 - used car finder",4.4,186648,"Free","Everyone","Auto & Vehicles"
"AutoScout24 Switzerland <U+0096> Find your new car",4.6,13372,"Free","Everyone","Auto & Vehicles"
"AV-IPTV",4.4,43,"Free","Everyone","Video Players & Editors"
"AV Buddy Free",4.1,25,"Free","Everyone","Education"
"AV HD Video Player",3.8,6,"Free","Everyone","Entertainment"
"AV High School District",3.5,91,"Free","Everyone","Education"
"AV MAX",4.1,9,"Free","Everyone","Lifestyle"
"AV Phonetics",4.3,259,"Free","Everyone","Education"
"AV Pro Voice Changer",3.5,174,"Free","Everyone","Entertainment"
"AV Tools",4.4,631,"Free","Everyone","Tools"
"AV Tools Pro",4.3,35,"Paid","Everyone","Tools"
"Avakin Life - 3D virtual world",4.4,1275373,"Free","Teen","Role Playing"
"Avast Mobile Security 2018 - Antivirus & App Lock",4.5,5180480,"Free","Everyone","Tools"
"Avast Wi-Fi Finder",4.3,37277,"Free","Everyone","Productivity"
"Avatar Musik",3.8,159063,"Free","Everyone","Music"
"Avaya CX",4.4,21,"Free","Everyone","Business"
"Avenger Legends",4,3715,"Free","Everyone","Role Playing"
"AVG AntiVirus 2018 for Android Security",4.5,6207063,"Free","Everyone","Tools"
"Aviary Effects: Classic",3.8,67007,"Free","Everyone","Libraries & Demo"
"Aviary Stickers: Free Pack",3.5,126862,"Free","Everyone","Libraries & Demo"
"Avios for Android",2.5,862,"Free","Everyone","Travel & Local"
"AW - free video calls and chat",4,7317,"Free","Teen","Communication"
"AW - Le News di AndroidWorld",4.1,2808,"Free","Everyone","News & Magazines"
