Identificador;Comuna;Link;Tipo;Habitaciones;Banos;Estacionamientos;Metros cuadrados;Direccion
C13249162;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/calle-guayacan/2580225;Casa;5;2;4;240;Puente Alto, Calle Guayacan
C13249163;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/hacienda-el-penon/3602126;Casa;4;2;1;123;Puente Alto, Hacienda El Penon
C13249164;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/puente-alto/3727466;Casa;4;3;3;96;Puente Alto, Puente Alto
C13249165;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/los-corraleros-8160/3430300;Casa;3;3;2;122;Puente Alto, Los Corraleros 8160
C13249166;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/portezuelo-del-cepo/3627987;Casa;3;2;1;76;Puente Alto, Portezuelo del Cepo
C13249167;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/estribo-norte/2852141;Casa;4;3;4;200;Puente Alto, Estribo Norte
C13249168;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/uruguaylos-cerezos/1982043;Casa;4;3;No;140;Puente Alto, Uruguay/Los Cerezos
C13249169;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/la-dehesa-de-la-vina/2875621;Casa;4;4;No;140;Puente Alto, La Dehesa de la Vi<f1>a
C13249171;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/estribo-sur-7556/3604662;Casa;3;3;5;100;Puente Alto, Estribo Sur 7556
C13249172;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/avenida-jorge-ross-ossa/3669246;Casa;3;3;2;110;Puente Alto, Avenida Jorge Ross Ossa
C13249173;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/puente-alto/3727559;Casa;5;2;4;416;Puente Alto, Puente Alto
C13249174;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/puente-alto/3726770;Casa;3;2;3;164;Puente Alto, Puente Alto
C13249175;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/las-perdices-2el-peral/3041420;Casa;3;2;No;100;Puente Alto, Las Perdices 2/El Peral
C13249176;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/av-vicuna-mackenapedro-lira/3120562;Casa;4;2;No;130;Puente Alto, Av. Vicu<f1>a Mackena/Pedro Lira
C13249177;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/las-tejuelas/2592829;Casa;4;4;2;140;Puente Alto, Las Tejuelas
C13249178;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/cabernet/2837212;Casa;4;4;2;143;Puente Alto, Cabernet
C13249179;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/sol-del-poniente-06563/2999531;Casa;5;4;4;170;Puente Alto, Sol del Poniente 06563
C13249180;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/san-pedro/3607413;Casa;4;2;No;114;Puente Alto, San pedro
C13249181;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/canal-la-luz-ote-857/2912338;Casa;4;2;No;160;Puente Alto, Canal la luz ote 857
C13249183;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/condominio-las-terrazas-etapa-i/3443925;Casa;3;3;2;120;Puente Alto, Condominio las Terrazas etapa I
C13249184;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/av-las-vizcachascamino-al-volcan/3495561;Casa;3;3;No;110;Puente Alto, Av las vizcachas/camino al volcan
C13249185;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/casa-en-hacienda-el-penon/3735446;Casa;4;3;No;108;Puente Alto, Casa en Hacienda El Pe<f1>on
C13249186;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/casa-de-1-piso-en-ciudad-del-este-i/3676498;Casa;3;2;No;81;Puente Alto, Casa de 1 Piso en Ciudad del Este I
C13249187;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/daniel-arellano/3591360;Casa;3;1;3;190;Puente Alto, Daniel Arellano
C13249188;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/sta-catalina/2673030;Casa;4;3;3;132;Puente Alto, Sta Catalina
C13249189;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-en-pasaje-marruecos/3735662;Casa;5;2;No;83;Quilicura, Casa en Pasaje Marruecos
C13249190;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-2-pisos-en-casas-de-millauquen/3589756;Casa;5;2;No;116;Quilicura, Casa 2 Pisos en Casas de Millauqu<e9>n
C13249191;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-en-valle-lo-campino/3735747;Casa;3;2;No;100;Quilicura, Casa en Valle Lo Campino
C13249192;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/pasaje-hualane/3612799;Casa;5;3;2;120;Quilicura, Pasaje Huala<f1>e
C13249193;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-villa-paseo-central-quilicura/3735620;Casa;3;2;No;78;Quilicura, Casa Villa Paseo Central Quilicura
C13249194;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/camino-del-cerro-2800/3675277;Casa;4;3;2;147;Quilicura, Camino del Cerro 2800
C13249195;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/avenida-las-torresav-las-torres/3687079;Casa;3;3;No;100;Quilicura, Avenida las torres/av las torres
C13249196;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/quilicura-region-metropolitana/3167438;Casa;4;2;2;132;NA
C13249197;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-en-paseo-central-1/3735582;Casa;3;1;No;70;Quilicura, Casa en Paseo Central 1
C13249198;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/lo-marcoleta-santa-laura/3574513;Casa;4;2;2;94;Quilicura, Lo Marcoleta & Santa Laura
C13249199;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/av-valle-lo-campinoav-san-isidro-av-sorolla/2643070;Casa;3;3;No;100;Quilicura, Av. Valle Lo Campino/Av. San Isidro / Av. Sorolla
C13249200;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-de-2-pisos-en-quilicura/3735703;Casa;4;1;No;95;Quilicura, Casa de 2 pisos en Quilicura
C13249201;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/volcan-villarrica/3588637;Casa;3;2;2;83;Quilicura, Volc<e1>n Villarrica
C13249202;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/los-himalayassta-laura/3555468;Casa;4;1;No;90;Quilicura, Los Himalayas/Sta Laura
C13249203;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-en-condominio-el-alba-de-lo-campino/3735642;Casa;3;3;No;88;Quilicura, Casa en Condominio El Alba de lo Campino
C13249204;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/aranjuez-oriente/3508938;Casa;3;2;1;90;Quilicura, Aranjuez Oriente
C13249205;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/av-bernardo-ohigginsav-las-torres/3607675;Casa;3;2;No;88;Quilicura, Av. Bernardo o<U+00B4>higgins/av. Las torres
C13249206;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-de-2-pisos-en-valle-lo-campino/3735710;Casa;4;3;No;138;Quilicura, Casa de 2 pisos en Valle Lo Campino
C13249207;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/el-arrayan-126/3582799;Casa;3;1;1;127;Quilicura, El Array<e1>n 126
C13249208;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/pasaje-volcan-peteroa/3710818;Casa;3;1;1;60;Quilicura, Pasaje volcan peteroa
C13249209;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/arturo-pratmedio-dia/3373825;Casa;3;1;No;78;Quilicura, Arturo Prat/Medio Dia
C13249210;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/quilicura-region-metropolitana/3389355;Casa;2;1;1;40;NA
C13249211;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/valle-lo-campinoquilicura/2805022;Casa;4;3;No;138;Quilicura, Valle Lo Campino/Quilicura
C13249212;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/camilo-mori/3658250;Casa;3;1;2;80;Quilicura, Camilo Mori
C13249213;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/psje-ecuador-0328/3710622;Casa;3;1;1;75;Quilicura, psje ecuador  0328
C13249214;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/arequipa-0420/2962778;Casa;3;2;1;79;Quilicura, Arequipa 0420
C13249215;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/valle-lo-campinomadrid-norte/3621123;Casa;3;3;No;88;Quilicura, Valle lo campino/madrid norte
C13249216;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-2pisos-y-local-comercial-poblacion-sn-enrique/3545093;Casa;2;2;No;63;Quilicura, Casa 2<U+00B0>Pisos y Local Comercial. Poblaci<f3>n Sn. Enrique
C13249217;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/quilicura-region-metropolitana/3348575;Casa;4;1;No;50;Quilicura, Quilicura, Regi<f3>n Metropolitana
C13249218;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/san-andres-1035/3604094;Casa;4;2;1;80;Quilicura, San Andres 1035
C13249219;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/lo-marcoletasanta-luisa/3715272;Casa;2;2;No;46;Quilicura, Lo marcoleta/santa luisa
C13249220;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/quilicura-region-metropolitana/3307858;Casa;3;2;1;86;NA
C13249221;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-2-pisos-en-conjunto-staluisa-de-quilicura/3589764;Casa;8;2;No;115;Quilicura, Casa 2 Pisos en Conjunto Sta.Luisa de Quilicura
C13249222;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/rigoberto-jara-270/3608042;Casa;2;1;1;45;Quilicura, Rigoberto Jara 270
C13249223;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/pasaje-otero-echeverrialas-torres/3011916;Casa;3;2;No;60;Quilicura, Pasaje Otero Echeverria/Las Torres
C13249224;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-estilo-mallorca-valle-lo-campino/3735602;Casa;4;3;No;240;Quilicura, Casa Estilo Mallorca Valle Lo Campino
C13249226;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/santa-laurarigoberto-jara/2947961;Casa;4;2;No;97;Quilicura, Santa laura/rigoberto jara
C13249227;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/cordova/3658121;Casa;3;3;1;87;Quilicura, C<f3>rdova
C13249228;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/valle-lo-campino/3560670;Casa;3;2;2;90;NA
C13249229;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/castellon/3553814;Casa;3;3;1;98;Quilicura, Castell<f3>n
C13249230;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/tucuman-511/2453279;Casa;4;1;1;90;Quilicura, Tucum<e1>n 511
C13249231;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-esquina-villa-paseo-central/3735548;Casa;3;1;No;70;Quilicura, Casa Esquina Villa Paseo Central
C13249232;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-2-pisos-en-conjunto-residencial-parque-real/3110170;Casa;3;2;No;107;Quilicura, Casa 2 Pisos en Conjunto Residencial Parque. Real
C13249233;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/los-himalayas-0153/3582777;Casa;3;1;1;75;Quilicura, Los Himalayas 0153
C13249235;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/el-tamarugo-537/2453247;Casa;2;1;2;52;Quilicura, El Tamarugo 537
C13249236;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-en-villa-san-ignacio-de-loyola/3735730;Casa;2;1;No;65;Quilicura, Casa en Villa San Ignacio de Loyola
C13249237;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/lo-marcoletavii-de-linea/1850484;Casa;3;2;No;80;Quilicura, Lo marcoleta/vii de linea
C13249238;Quilicura;https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/rio-cachapoal-759/3583769;Casa;3;1;1;70;Quilicura, Rio Cachapoal 759
C13249239;Quinta Normal;https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/dr-hector-lehuede-2252/3584807;Casa;4;1;1;200;Quinta Normal, Dr H<e9>ctor Lehued<e9> 2252
C13249240;Quinta Normal;https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/carrascalraul-dennis/2981504;Casa;2;2;No;54;Quinta Normal, Carrascal/raul dennis
C13249241;Quinta Normal;https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/casa-2-pisos-cercana-a-estacion-metro-gruta-de-lourdes/3353088;Casa;7;2;No;150;Quinta Normal, Casa 2 Pisos cercana a Estaci<f3>n metro Gruta de Lourdes
C13249242;Quinta Normal;https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/avenida-carrascal/3700801;Casa;4;2;2;123;Quinta Normal, Avenida Carrascal
C13249243;Quinta Normal;https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/venus-1483/3590883;Casa;4;2;4;236;Quinta Normal, Venus 1483
C13249244;Quinta Normal;https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/casa-2-pisos-y-galpon-lo-ampuero/3545091;Casa;3;2;No;389;Quinta Normal, Casa 2 Pisos y Galp<f3>n. Lo Ampuero
C13249245;Quinta Normal;https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/carrascallo-espinoza/1007205;Casa;5;2;No;381;Quinta Normal, Carrascal/Lo Espinoza
C13249247;Quinta Normal;https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/victor-hugo-2421/3729787;Casa;5;2;8;100;Quinta Normal, V<ed>ctor Hugo 2421
C13249248;Quinta Normal;https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/quinta-normal-region-metropolitana/3072685;Casa;4;2;2;200;NA
C13249249;Quinta Normal;https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/casa-de-1-piso-en-pobl-barea/3693744;Casa;3;1;No;112;Quinta Normal, Casa de 1 Piso en Pobl. Barea
C13249252;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-mexicoav-el-salto/3605420;Casa;6;2;No;140;Recoleta, Av m<e9>xico/av el salto
C13249253;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/recoletarengifo/986652;Casa;3;1;No;90;Recoleta, Recoleta/Rengifo
C13249254;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/magnolias/2867701;Casa;3;1;2;160;Recoleta, Magnolias
C13249255;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/maria-eugeniazapadores/3131551;Casa;3;4;No;192;Recoleta, Maria eugenia/zapadores
C13249256;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/avenida-peruvaldivieso/2716913;Casa;4;3;No;260;Recoleta, Avenida Per<fa>/Valdivieso
C13249257;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-el-saltodoctor-ostomol/3474706;Casa;3;1;No;83;Recoleta, Av. El Salto/Doctor Ostomol
C13249258;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/mexico/2708146;Casa;5;3;8;176;Recoleta, M<e9>xico
C13249259;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/santa-analos-zapadores/3478305;Casa;1;1;No;85;Recoleta, Santa Ana/Los Zapadores
C13249261;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-recoletaav-einstein/2897926;Casa;5;3;No;228;Recoleta, Av recoleta/av. Einstein
C13249263;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/casa-de-1-piso-en-las-brisas/3693786;Casa;3;1;No;100;Recoleta, Casa de 1 Piso en Las Brisas
C13249264;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/metro-zapadoresleoncio-villablanca/3686233;Casa;3;2;No;122;Recoleta, Metro Zapadores/Leoncio Villablanca
C13249265;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/3-de-noviembre/2194808;Casa;4;3;8;348;Recoleta, 3 de noviembre
C13249266;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/buenos-aires-loreto/2830013;Casa;10;3;No;324;Recoleta, Buenos Aires / Loreto
C13249268;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-mexicoobispo-del-pozo/2643091;Casa;7;2;No;160;Recoleta, Av. Mexico/Obispo del Pozo
C13249269;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/recoleta-region-metropolitana/3683321;Casa;2;2;1;70;NA
C13249270;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/ruhue-712/2394938;Casa;4;4;1;177;Recoleta, Ruhue 712
C13249271;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/lambare-1165/2990778;Casa;7;1;2;100;Recoleta, Lambar<e9> 1165
C13249272;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/recoleta-poblacion-san-marcoshuachipato-metro-dorsal/3593091;Casa;2;1;No;155;Recoleta, Recoleta // Poblacion San Marcos/Huachipato / Metro Dorsal
C13249273;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/parque-central-272/3599027;Casa;2;1;1;80;Recoleta, Parque Central 272
C13249274;Recoleta;https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/barrio-patronato-loreto/3003503;Casa;8;3;No;324;Recoleta, Barrio Patronato /Loreto
C13249275;Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/renca-region-metropolitana/3730273;Casa;2;1;1;48;NA
C13249276;Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/las-salitreras/3666151;Casa;3;1;1;67;Renca, Las Salitreras
C13249277;Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/combate-naval-1612/3670417;Casa;3;1;1;49;Renca, Combate Naval 1612
C13249278;Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/marcoleta/3674211;Casa;4;3;2;120;Renca, Marcoleta
C13249279;Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/casa-2-pisos-en-barrio-los-girasoles/3162731;Casa;3;2;No;76;Renca, Casa 2 Pisos en Barrio Los Girasoles
C13249281;Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/renca-region-metropolitana/3683301;Casa;4;2;1;98;NA
C13249282;Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/el-montijo/2741565;Casa;2;2;No;90;Renca, El montijo
C13249283;Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/menta-5086/3690295;Casa;4;1;1;172;Renca, Menta 5086
C13249284;Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/los-ciruelos/3670345;Casa;4;1;2;133;Renca, Los Ciruelos
C13249286;Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/jose-manuel-balmaceda/3689292;Casa;5;2;2;566;Renca, Jos<e9> Manuel Balmaceda
C13249288;Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/nicanor-plaza/3670435;Casa;3;2;2;55;Renca, Nicanor Plaza
C13249289;Renca;https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/renca-region-metropolitana/3079067;Casa;3;2;2;98;NA
C13249290;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/urmeneta-01094/2809731;Casa;5;2;3;177;San Bernardo, Urmeneta 01094
C13249291;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-padre-hurtado-17289-cs-70/2784868;Casa;3;3;2;94;San Bernardo, Camino Padre Hurtado 17289, CS 70
C13249292;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-de-1-piso/3608822;Casa;4;1;No;81;San Bernardo, Casa de 1 piso
C13249293;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/padre-hurtado/3381661;Casa;3;2;4;140;San Bernardo, Padre Hurtado
C13249294;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/villa-maestranza-iii/3605892;Casa;4;2;1;90;San Bernardo, Villa maestranza iii
C13249296;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/el-quisco-850/3622174;Casa;3;1;2;115;San Bernardo, El Quisco 850
C13249297;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/sta-teresa-de-tango-2305/3576471;Casa;6;5;2;300;San Bernardo, Sta Teresa de Tango 2305
C13249298;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/raul-branez-1906/3667376;Casa;4;3;3;140;NA
C13249299;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/3186137;Casa;5;1;No;175;San Bernardo, San Bernardo, Regi<f3>n Metropolitana
C13249300;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/pedro-oyarzun-821/3588712;Casa;4;3;2;117;San Bernardo, Pedro Oyarz<fa>n 821
C13249301;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-en-condominio-santa-filomena-de-nos/3735784;Casa;3;3;No;102;San Bernardo, Casa en Condominio Santa Filomena de Nos
C13249302;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-alfonso/3609765;Casa;3;2;4;100;San Bernardo, San Alfonso
C13249304;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-de-nos-los-morrosav-portalesautopista-central/3489767;Casa;3;3;No;95;San Bernardo, Camino de nos, los morros/av. Portales/autopista central
C13249305;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/el-barrancon/3604532;Casa;5;5;3;440;San Bernardo, El Barranc<f3>n
C13249306;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/avenida-la-caridad/3712359;Casa;4;2;1;120;San Bernardo, Avenida la Caridad
C13249307;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/autopiata-centralestacion-nos/1213620;Casa;3;2;No;200;San Bernardo, Autopiata central/Estacion Nos
C13249308;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/nacimientodameyvo/3057572;Casa;3;2;No;139;San Bernardo, Nacimiento/Dameyvo
C13249309;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/3523793;Casa;6;2;8;160;NA
C13249310;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/propiedad-en-centro-de-san-bernardo/3332867;Casa;2;1;No;166;San Bernardo, Propiedad en centro de San Bernardo
C13249311;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-de-1-piso-cercana-a-estacion-metro-tren-freire/3348430;Casa;2;1;No;69;San Bernardo, Casa de 1 Piso cercana a Estaci<f3>n Metro Tren Freire
C13249312;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/piedemonte/3711035;Casa;3;3;2;112;San Bernardo, Piedemonte
C13249313;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-el-barranconavda-calera-de-tango-cv/3359808;Casa;5;5;No;490;San Bernardo, Camino El Barranc<f3>n/Avda Calera de Tango CV
C13249314;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/roberto-paut-calderon-890/3494588;Casa;4;3;1;85;San Bernardo, Roberto Paut Calder<f3>n 890
C13249315;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-2-pisos-en-las-palmas-de-nos/3693749;Casa;3;2;No;78;San Bernardo, Casa 2 Pisos en Las Palmas de Nos
C13249316;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/maule-269/3655660;Casa;4;1;2;93;San Bernardo, Maule 269
C13249317;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/quimahue/3415676;Casa;3;2;3;144;San Bernardo, Quimahue
C13249318;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/avenida-diego-portales-oriente-1588-maestranza/2911133;Casa;4;2;2;100;San Bernardo, avenida diego portales oriente 1588, maestranza
C13249319;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/almirante-riverolos-suspiros/2675169;Casa;3;3;No;92;San Bernardo, Almirante Rivero/Los Suspiros
C13249320;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/maipu-colon-norte/3381616;Casa;4;3;4;240;San Bernardo, Maip<fa> & Col<f3>n Norte
C13249321;San Bernardo;https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/3348563;Casa;4;2;1;85;NA
